期次|开奖号码||||
151016015|6|3|5|5|4
151016016|5|5|5|2|8
151016017|8|5|9|6|3
151016018|6|0|2|0|0
151016019|2|5|1|6|6
151016020|4|9|2|1|2
151016021|5|1|1|6|1
151016022|3|5|7|2|4
151016023|0|0|3|3|3
151016024|0|2|7|0|5
151016025|2|8|8|7|7
151016026|6|3|1|6|6
151016027|5|1|5|0|0
151016028|1|6|4|3|9
151016029|3|7|6|6|4
151016030|8|8|5|8|5
151016031|1|1|0|6|1
151016032|5|9|5|9|0
151016033|7|2|6|9|5
151016034|8|9|4|3|5
151016035|9|0|5|9|2
151016036|5|9|9|3|4
151016037|7|2|3|0|8
151016038|6|4|3|5|8
151016039|5|4|8|4|7
151016040|2|2|7|1|2
151016041|1|5|9|6|7
151016042|1|7|6|4|0
151016043|3|2|6|3|7
151016044|5|0|1|1|6
151016045|1|3|5|1|4
151016046|3|4|9|1|6
151016047|0|3|5|6|4
151016048|7|3|6|6|4
151016049|9|0|2|9|7
151016050|8|0|4|7|0
151016051|1|1|9|0|5
151016052|1|0|0|8|2
151016053|0|3|0|1|3
151016054|5|5|7|1|5
151016055|2|4|4|5|3
151016056|1|9|8|7|2
151016057|7|0|4|0|7
151016058|0|6|6|4|1
151016059|8|8|8|7|4
151016060|5|6|3|0|2
151016061|2|4|4|3|8
151016062|0|0|6|7|1
151016063|1|8|2|4|7
151016064|5|7|4|8|8
151016065|4|4|1|3|1
151016066|0|9|2|2|6
151016067|7|2|1|9|1
151016068|5|0|3|6|1
151016069|9|3|9|9|6
151016070|7|0|7|0|6
151016071|9|2|2|6|5
151016072|3|8|4|2|1
151016073|5|8|4|5|1
151016074|0|8|1|0|9
151016075|3|9|8|4|2
151016076|2|1|4|3|3
151016077|2|6|1|0|6
151016078|6|2|5|4|7
151016079|4|6|7|9|8
151016080|9|4|3|7|7
151016081|2|1|1|3|4
151016082|3|4|0|8|8
151016083|1|1|8|6|1
151016084|8|9|6|9|3
151016085|1|4|6|1|1
151016086|0|2|9|9|5
151016087|9|7|4|0|2
151016088|2|2|9|7|7
151016089|9|5|8|6|4
151016090|9|5|3|7|5
151016091|3|5|0|2|0
151016092|9|3|8|6|2
151016093|0|2|7|5|2
151016094|3|0|1|9|8
151016095|2|5|7|1|3
151016096|3|1|1|5|9
151016097|7|5|7|9|0
151016098|9|6|6|7|4
151016099|6|3|6|9|8
151016100|8|4|3|3|9
151016101|4|4|9|5|5
151016102|0|9|8|6|5
151016103|8|9|3|8|4
151016104|2|9|8|1|8
151016105|8|0|0|6|0
151016106|4|5|6|1|9
151016107|4|8|0|9|2
151016108|5|0|0|2|4
151016109|3|6|1|2|1
151016110|2|9|2|3|2
151016111|8|0|2|5|1
151016112|4|9|8|8|5
151016113|7|5|0|8|9
151016114|8|1|0|8|6
151016115|1|1|2|5|7
151016116|9|9|3|1|0
151016117|6|0|0|6|4
151016118|4|9|7|3|2
151016119|0|2|8|6|0
151016120|8|6|5|8|8
151017001|3|4|3|9|2
151017002|7|5|0|0|3
151017003|2|2|4|9|7
151017004|6|7|7|4|8
151017005|6|6|8|0|4
151017006|6|2|6|2|9
151017007|8|6|9|6|3
151017008|2|6|5|4|4
151017009|5|2|0|4|7
151017010|0|5|0|3|3
151017011|8|3|1|4|4
151017012|9|4|3|8|8
151017013|6|5|3|4|4
151017014|3|4|9|5|8
151017015|9|9|6|5|7
151017016|0|8|1|2|2
151017017|4|8|8|1|0
151017018|5|1|4|6|1
151017019|6|1|8|8|7
151017020|3|2|5|9|7
151017021|0|9|6|2|0
151017022|0|7|3|8|8
151017023|7|0|9|9|2
151017024|4|5|1|2|5
151017025|3|9|7|9|3
151017026|0|2|6|4|9
151017027|9|1|0|5|4
151017028|7|6|4|9|0
151017029|0|6|5|4|0
151017030|0|8|8|4|7
151017031|1|8|9|0|8
151017032|3|8|6|1|7
151017033|7|7|7|8|0
151017034|1|0|6|6|9
151017035|3|6|4|5|4
151017036|5|8|5|4|5
151017037|4|3|2|0|8
151017038|7|9|2|4|9
151017039|4|0|5|9|8
151017040|8|8|3|8|3
151017041|4|6|8|1|4
151017042|3|4|8|8|2
151017043|3|1|1|2|9
151017044|1|8|6|1|6
151017045|9|2|4|1|0
151017046|1|8|5|9|9
151017047|2|8|2|0|4
151017048|1|2|7|7|3
151017049|1|3|1|5|9
151017050|4|2|9|5|4
151017051|5|9|7|6|6
151017052|9|0|8|3|7
151017053|7|7|1|6|2
151017054|0|1|5|4|9
151017055|2|8|4|2|1
151017056|3|7|2|8|3
151017057|7|0|7|8|6
151017058|1|9|8|2|6
151017059|9|4|5|8|9
151017060|4|6|8|1|9
151017061|4|8|2|4|2
151017062|0|4|3|3|0
151017063|3|3|7|7|4
151017064|7|0|6|1|2
151017065|2|9|3|1|6
151017066|7|4|4|8|8
151017067|8|4|5|0|0
151017068|4|6|5|5|0
151017069|8|4|6|8|9
151017070|1|1|1|2|8
151017071|5|6|7|4|0
151017072|3|3|1|8|5
151017073|8|4|3|3|0
151017074|7|4|0|3|4
151017075|5|8|7|6|4
151017076|4|2|7|3|6
151017077|2|8|1|9|0
151017078|8|5|8|9|7
151017079|7|0|1|9|5
151017080|8|7|1|4|1
151017081|3|7|9|8|0
151017082|6|2|8|1|9
151017083|5|4|1|4|1
151017084|3|2|8|2|2
151017085|3|1|1|7|4
151017086|2|2|7|5|7
151017087|1|5|3|2|0
151017088|1|2|2|6|6
151017089|9|5|2|1|8
151017090|4|8|6|9|2
151017091|9|9|6|4|3
151017092|0|1|1|9|2
151017093|7|0|8|5|4
151017094|1|6|7|2|4
151017095|5|6|4|6|9
151017096|3|6|9|9|3
151017097|1|3|0|9|5
151017098|4|2|1|9|5
151017099|6|5|0|5|4
151017100|6|8|0|3|3
151017101|8|1|4|5|2
151017102|4|1|1|4|7
151017103|4|2|6|6|7
151017104|1|1|9|4|9
151017105|6|6|8|3|9
151017106|7|1|6|4|8
151017107|8|3|4|2|9
151017108|0|7|4|1|6
151017109|6|7|2|3|2
151017110|8|7|0|0|3
151017111|0|3|1|8|5
151017112|5|9|0|3|0
151017113|2|4|0|7|9
151017114|0|1|6|4|6
151017115|7|7|3|5|2
151017116|3|4|4|4|0
151017117|4|0|9|6|0
151017118|0|1|2|5|7
151017119|0|3|5|1|9
151017120|6|1|0|5|2
151018001|2|1|0|6|1
151018002|9|8|0|0|5
151018003|6|0|0|9|9
151018004|6|0|8|6|8
151018005|8|2|1|2|2
151018006|1|1|8|3|9
151018007|6|1|9|6|0
151018008|0|8|5|2|8
151018009|1|0|1|4|9
151018010|2|8|8|0|6
151018011|8|4|3|2|2
151018012|9|8|9|3|8
151018013|9|0|6|6|9
151018014|6|2|3|2|8
151018015|4|2|0|1|0
151018016|7|0|2|8|2
151018017|2|2|3|7|9
151018018|4|1|0|4|8
151018019|9|8|2|4|7
151018020|2|5|7|5|5
151018021|4|9|7|5|7
151018022|6|4|8|0|0
151018023|0|1|9|4|0
151018024|3|1|1|1|9
151018026|0|3|2|2|5
151018027|8|6|0|8|8
151018028|2|8|0|2|9
151018029|1|0|7|7|3
151018030|0|1|6|7|0
151018031|8|3|0|8|5
151018032|0|1|9|7|4
151018033|3|2|9|4|3
151018034|7|2|1|5|4
151018035|6|6|8|7|8
151018036|0|8|3|8|6
151018037|3|2|4|1|0
151018038|1|0|5|6|8
151018039|6|2|1|8|1
151018040|2|8|3|7|9
151018041|8|6|0|5|5
151018042|1|5|9|2|5
151018043|4|1|7|9|7
151018044|1|2|5|2|3
151018045|6|1|0|6|0
151018046|0|2|3|5|6
151018047|7|7|2|0|0
151018048|9|8|8|3|2
151018049|2|4|6|8|1
151018050|1|7|2|8|5
151018051|7|0|1|8|0
151018052|4|0|5|0|1
151018053|0|6|1|7|7
151018054|1|2|3|6|4
151018055|3|0|9|0|0
151018056|0|9|2|3|1
151018057|3|8|2|7|9
151018058|0|0|9|1|9
151018059|9|8|2|2|5
151018060|9|0|3|2|4
151018061|4|0|9|2|9
151018062|4|4|5|6|4
151018063|6|5|0|5|6
151018064|1|5|4|0|9
151018065|2|6|9|1|5
151018066|4|7|7|2|7
151018067|7|9|0|0|7
151018068|3|9|0|3|9
151018069|2|4|4|1|4
151018070|3|2|1|5|1
151018071|2|1|0|5|4
151018072|0|8|1|3|4
151018073|6|9|5|6|8
151018074|5|6|5|6|8
151018075|4|9|0|4|5
151018076|8|8|5|1|9
151018077|1|8|3|3|6
151018078|7|9|0|1|4
151018079|6|0|5|4|7
151018080|8|6|1|4|4
151018081|3|5|4|8|8
151018082|6|7|8|2|8
151018083|5|4|0|6|4
151018084|5|9|6|8|9
151018085|7|0|3|2|8
151018086|7|2|5|9|9
151018087|2|6|3|8|6
151018088|5|8|2|6|2
151018089|1|8|6|2|3
151018090|6|6|5|1|2
151018091|0|3|5|7|1
151018092|6|5|9|5|3
151018093|1|9|7|8|9
151018094|8|7|7|9|0
151018095|2|4|5|2|6
151018096|7|7|5|8|1
151018097|8|6|3|0|8
151018098|8|7|5|0|9
151018099|5|3|7|0|3
151018100|1|7|7|2|5
151018101|9|4|8|4|9
151018102|9|2|3|4|7
151018103|5|8|6|1|3
151018104|7|4|1|3|6
151018105|2|9|0|0|2
151018106|1|0|6|1|2
151018107|5|9|0|8|3
151018108|2|5|2|9|6
151018109|8|1|4|4|8
151018110|8|7|6|7|4
151018111|1|3|9|4|1
151018112|4|4|0|4|9
151018113|3|2|2|3|9
151018114|5|8|9|2|3
151018115|2|4|5|3|3
151018116|0|6|8|7|9
151018117|9|4|2|5|4
151018118|5|6|1|9|7
151018119|4|5|9|7|0
151018120|1|7|2|5|9
151019001|8|1|4|1|9
151019002|0|7|3|2|2
151019003|2|0|6|7|6
151019004|8|2|3|9|7
151019005|5|6|4|3|5
151019006|0|2|3|5|5
151019007|5|7|1|7|1
151019008|5|7|5|8|1
151019009|1|9|8|4|9
151019010|7|1|2|2|8
151019011|4|4|0|8|4
151019012|6|3|9|3|5
151019013|8|0|7|0|2
151019014|5|2|3|7|4
151019015|4|7|1|6|4
151019016|0|7|3|9|1
151019017|8|6|5|3|6
151019018|2|1|3|3|2
151019019|9|2|3|9|1
151019020|6|7|6|5|1
151019021|2|8|6|3|5
151019022|8|7|0|0|4
151019023|2|0|0|6|7
151019024|9|7|1|6|9
151019025|6|3|6|0|3
151019026|5|5|9|4|2
151019027|0|0|6|1|1
151019028|9|0|0|7|1
151019029|8|9|3|3|7
151019030|2|9|5|9|7
151019031|1|9|2|9|8
151019032|0|6|3|0|6
151019033|6|7|6|0|1
151019034|8|6|2|2|9
151019035|5|9|8|8|7
151019036|0|5|2|9|6
151019037|4|4|4|6|1
151019038|9|6|8|1|5
151019039|9|1|5|3|5
151019040|7|1|9|2|7
151019041|5|7|8|1|8
151019042|0|2|7|3|6
151019043|7|5|2|9|2
151019044|3|9|8|0|6
151019045|5|6|1|1|9
151019046|5|4|0|6|9
151019047|8|4|6|3|5
151019048|9|4|6|4|6
151019049|8|2|0|3|8
151019050|2|7|6|8|1
151019051|4|4|2|2|0
151019052|2|4|4|2|0
151019053|6|3|3|4|7
151019054|4|4|5|6|6
151019055|0|0|6|8|7
151019056|1|7|1|3|1
151019057|1|6|9|4|4
151019058|0|9|6|1|3
151019059|2|6|1|8|1
151019060|2|3|3|4|9
151019061|1|5|1|8|5
151019062|2|3|7|7|1
151019063|8|8|0|3|3
151019064|4|5|8|7|0
151019065|6|4|9|8|3
151019066|6|5|5|2|4
151019067|3|8|5|6|5
151019068|0|9|6|4|1
151019069|4|5|0|1|7
151019070|7|5|7|3|3
151019071|1|5|8|6|2
151019072|3|5|8|2|1
151019073|2|6|3|7|4
151019074|8|3|6|5|2
151019075|6|8|2|0|1
151019076|3|5|9|9|3
151019077|0|8|2|5|2
151019078|2|2|8|0|0
151019079|8|6|8|7|1
151019080|3|2|5|9|9
151019081|8|0|2|2|8
151019082|9|3|4|9|0
151019083|5|8|4|9|0
151019084|9|5|8|6|5
151019085|0|2|3|7|8
151019086|0|1|2|1|1
151019087|9|5|5|2|4
151019088|4|2|6|7|1
151019089|9|4|9|2|7
151019090|3|2|0|0|3
151019091|2|7|4|7|1
151019092|2|3|2|4|7
151019093|7|4|6|7|7
151019094|2|6|2|9|6
151019095|9|5|7|4|1
151019096|8|9|8|0|9
151019097|9|8|2|6|7
151019098|9|9|6|2|4
151019099|1|5|2|0|5
151019100|8|1|8|0|3
151019101|9|9|1|3|7
151019102|4|9|9|9|5
151019103|9|3|5|7|7
151019104|1|3|1|1|3
151019105|7|8|7|6|2
151019106|6|4|8|3|0
151019107|5|3|4|4|4
151019108|6|3|2|5|8
151019109|7|5|4|2|1
151019110|4|8|2|6|5
151019111|6|9|7|6|6
151019112|8|6|0|9|1
151019113|2|1|3|1|5
151019114|2|4|6|7|3
151019115|1|2|9|1|2
151019116|8|3|5|3|6
151019117|7|3|6|7|0
151019118|0|9|6|0|7
151019119|1|8|4|9|1
151019120|6|8|1|7|0
151020001|4|5|6|2|8
151020002|8|6|7|6|9
151020003|3|8|6|1|1
151020004|9|4|3|9|1
151020005|3|0|0|0|5
151020006|1|7|0|7|9
151020007|3|5|9|3|5
151020008|4|5|6|6|5
151020009|2|6|2|4|5
151020010|0|5|7|5|1
151020011|4|6|2|4|9
151020012|7|8|4|4|7
151020013|9|3|9|1|6
151020014|4|3|0|6|8
151020015|6|5|0|9|5
151020016|5|5|6|1|1
151020017|6|6|9|8|4
151020018|3|9|6|0|7
151020019|6|8|8|7|4
151020020|4|8|9|0|7
151020021|8|3|0|6|7
151020022|9|7|3|5|6
151020023|3|5|0|7|6
151020024|9|7|5|9|6
151020025|0|5|5|2|1
151020026|1|6|6|2|7
151020027|4|0|1|8|6
151020028|3|3|0|9|4
151020029|4|8|2|2|8
151020030|5|1|5|7|2
151020031|7|5|6|6|7
151020032|6|6|8|7|5
151020033|5|1|6|4|5
151020034|1|8|1|5|9
151020035|4|9|8|3|4
151020036|0|5|8|3|6
151020037|4|3|5|2|4
151020038|3|5|6|0|0
151020039|5|8|0|3|9
151020040|8|9|9|6|5
151020041|9|6|2|7|2
151020042|8|0|9|8|3
151020043|0|1|5|0|9
151020044|3|0|2|2|0
151020045|3|8|0|4|3
151020046|0|8|9|8|1
151020047|8|2|0|5|2
151020048|8|7|7|3|5
151020049|7|4|3|7|6
151020050|9|1|7|9|9
151020051|8|8|2|7|7
151020052|7|4|5|1|0
151020053|1|8|9|6|6
151020054|2|8|4|8|1
151020055|4|1|8|3|3
151020056|0|4|3|0|4
151020057|1|3|1|8|0
151020058|1|6|9|2|1
151020059|4|6|8|0|7
151020060|4|5|8|6|1
151020061|6|7|9|6|4
151020062|6|7|7|8|2
151020063|4|2|2|0|6
151020064|0|3|0|0|2
151020065|4|1|7|8|9
151020066|3|2|7|5|3
151020067|5|8|2|9|6
151020068|2|2|8|1|1
151020069|3|8|5|3|6
151020070|3|9|0|1|4
151020071|4|0|6|8|4
151020072|6|7|5|1|0
151020073|7|1|1|6|7
151020074|4|4|1|6|6
151020075|3|4|2|7|0
151020076|6|6|6|1|9
151020077|7|9|6|9|1
151020078|8|5|2|7|9
151020079|9|3|2|9|8
151020080|1|8|8|2|8
151020081|9|7|4|9|1
151020082|2|4|3|1|9
151020083|9|0|3|7|0
151020084|1|1|3|4|2
151020085|8|4|5|1|0
151020086|7|4|3|8|1
151020087|1|3|9|4|2
151020088|3|2|9|3|6
151020089|8|4|1|6|4
151020090|6|4|7|1|2
151020091|5|1|3|6|8
151020092|9|5|9|5|6
151020093|4|2|7|8|3
151020094|6|4|1|6|9
151020095|5|3|5|8|5
151020096|8|0|0|1|8
151020097|8|7|9|1|2
151020098|0|0|6|9|2
151020099|0|4|2|3|2
151020100|5|9|8|9|7
151020101|5|5|0|3|5
151020102|8|1|7|6|9
151020103|3|8|0|6|8
151020104|0|6|6|0|2
151020105|0|7|8|9|8
151020106|4|1|2|1|5
151020107|0|9|7|0|5
151020108|6|1|6|3|8
151020109|0|4|1|0|1
151020110|7|7|8|8|7
151020111|2|8|7|6|9
151020112|8|5|6|3|0
151020113|0|6|5|5|0
151020114|7|2|4|2|1
151020115|7|5|9|8|1
151020116|1|3|7|9|8
151020117|7|7|9|8|3
151020118|5|2|5|3|4
151020119|3|3|2|4|6
151020120|7|3|7|3|3
151021001|4|1|0|1|1
151021002|4|6|0|2|8
151021003|6|4|6|8|0
151021004|9|5|9|2|0
151021005|9|6|6|6|1
151021006|9|6|6|0|4
151021007|1|6|3|2|1
151021008|4|1|8|1|2
151021009|4|4|5|5|6
151021010|3|7|9|9|4
151021011|1|1|7|8|0
151021012|4|8|7|6|4
151021013|1|6|8|6|5
151021014|6|4|5|2|1
151021015|7|4|9|3|8
151021016|4|4|2|3|7
151021017|8|2|6|7|4
151021018|0|4|8|6|9
151021019|7|0|9|9|7
151021020|7|8|7|9|7
151021021|1|3|1|2|8
151021022|9|1|6|7|9
151021023|5|3|2|1|2
151021024|7|8|9|4|4
151021025|3|9|7|0|9
151021026|0|4|3|9|1
151021027|1|9|3|1|8
151021028|7|9|7|4|8
151021029|2|0|0|2|6
151021030|3|8|9|0|6
151021031|1|0|4|6|7
151021032|4|4|6|0|9
151021033|3|1|7|0|8
151021034|1|1|3|0|5
151021035|8|4|8|2|0
151021036|0|3|7|0|8
151021037|4|9|5|8|4
151021038|2|5|7|8|5
151021039|7|1|8|8|8
151021040|8|8|9|7|5
151021041|0|0|0|2|6
151021042|1|0|7|5|1
151021043|5|6|3|3|4
151021044|6|4|0|5|8
151021045|4|9|8|7|6
151021046|4|4|9|6|3
151021047|0|6|3|9|6
151021048|2|1|5|8|0
151021049|5|1|2|8|3
151021050|6|5|4|6|3
151021051|5|0|2|1|8
151021052|7|4|2|7|1
151021053|4|5|5|8|7
151021054|2|4|5|9|7
151021055|5|0|3|4|2
151021056|8|3|6|6|0
151021057|2|7|3|9|9
151021058|1|2|4|2|6
151021059|1|5|9|1|2
151021060|4|4|8|9|7
151021061|9|2|9|4|6
151021062|1|4|1|0|8
151021063|6|4|4|1|5
151021064|4|9|3|4|3
151021065|6|9|2|8|2
151021066|3|1|4|0|7
151021067|3|1|6|3|1
151021068|7|4|0|6|0
151021069|3|6|8|6|6
151021070|0|6|1|8|2
151021071|4|1|7|8|9
151021072|8|2|9|4|7
151021073|8|1|1|8|2
151021074|2|9|4|6|4
151021075|6|2|0|2|2
151021076|9|0|4|3|2
151021077|7|6|6|2|4
151021078|5|4|0|1|2
151021079|6|9|5|3|4
151021080|0|9|0|9|5
151021081|6|0|9|8|8
151021082|7|2|8|0|1
151021083|1|4|3|9|1
151021084|6|3|2|6|2
151021085|6|4|7|6|8
151021086|1|0|5|9|6
151021087|7|6|8|7|2
151021088|7|3|0|2|2
151021089|8|5|5|3|4
151021090|8|9|2|0|8
151021091|3|2|1|3|6
151021092|1|2|4|1|5
151021093|3|5|4|1|9
151021094|2|3|7|6|5
151021095|5|9|9|5|0
151021096|9|9|7|7|3
151021097|6|9|6|7|9
151021098|2|8|2|7|3
151021099|9|8|5|6|3
151021100|9|4|0|9|9
151021101|6|4|2|8|8
151021102|9|6|6|5|3
151021103|9|7|5|6|2
151021104|8|5|3|8|6
151021105|7|1|4|3|3
151021106|1|9|1|6|0
151021107|9|3|3|5|1
151021108|1|7|9|3|0
151021109|1|1|7|3|5
151021110|7|5|6|7|0
151021111|9|6|1|7|4
151021112|8|8|8|0|0
151021113|0|5|3|3|3
151021114|8|8|2|5|7
151021115|6|7|3|6|5
151021116|3|3|8|4|7
151021117|6|3|1|8|7
151021118|5|3|6|1|2
151021119|4|9|3|8|7
151021120|3|1|3|1|6
151022001|7|7|7|9|4
151022002|4|5|1|3|5
151022003|1|9|2|2|8
151022004|2|4|4|6|9
151022005|6|1|2|6|4
151022006|1|6|3|9|9
151022007|4|7|2|9|6
151022008|4|7|7|2|3
151022009|5|4|9|6|0
151022010|3|4|8|0|6
151022011|2|8|0|5|5
151022012|0|1|8|7|9
151022013|5|3|0|2|1
151022014|6|4|8|8|0
151022015|1|1|0|5|2
151022016|6|9|3|9|3
151022017|5|2|3|9|7
151022018|7|5|8|0|1
151022019|1|0|6|8|1
151022020|9|3|2|3|7
151022021|6|7|1|9|5
151022022|4|5|6|8|4
151022023|9|7|1|9|0
151022024|9|0|8|3|0
151022025|1|4|0|8|3
151022026|5|2|1|4|6
151022027|0|5|3|0|9
151022028|5|6|5|6|8
151022029|5|2|7|2|6
151022030|0|7|8|7|1
151022031|5|6|4|7|4
151022032|7|5|4|1|6
151022033|5|9|7|7|5
151022034|1|1|9|8|4
151022035|9|8|1|8|0
151022036|5|4|7|5|8
151022037|5|6|5|3|1
151022038|7|7|5|1|2
151022039|0|2|9|6|1
151022040|1|7|3|9|2
151022041|6|1|2|2|9
151022042|8|7|0|3|5
151022043|6|2|1|2|2
151022044|7|5|1|0|7
151022045|8|3|4|9|1
151022046|8|1|6|0|3
151022047|9|1|9|0|2
151022048|6|5|6|1|3
151022049|9|5|6|1|9
151022050|5|8|6|7|0
151022051|3|2|2|2|9
151022052|1|5|9|6|7
151022053|0|6|4|7|6
151022054|2|9|2|2|3
151022055|1|7|4|0|8
151022056|7|2|3|2|7
151022057|5|3|3|2|8
151022058|3|3|8|2|0
151022059|4|1|8|2|5
151022060|1|7|0|9|6
151022061|7|7|4|4|8
151022062|8|2|1|9|0
151022063|3|0|7|5|6
151022064|4|1|1|7|7
151022065|4|3|5|0|0
151022066|9|6|2|2|4
151022067|3|3|9|1|3
151022068|6|9|0|9|7
151022069|1|3|6|4|1
151022070|3|6|3|6|4
151022071|8|4|8|7|9
151022072|2|3|9|6|3
151022073|5|0|1|9|6
151022074|8|2|3|9|4
151022075|0|3|4|2|3
151022076|1|1|9|8|8
151022077|1|2|9|7|1
151022078|0|4|3|0|7
151022079|3|5|5|0|4
151022080|3|6|5|8|2
151022081|2|2|9|2|9
151022082|6|4|6|5|3
151022083|9|4|3|9|8
151022084|7|4|2|9|0
151022085|8|1|1|1|0
151022086|5|1|1|3|5
151022087|8|8|3|2|1
151022088|8|5|9|9|3
151022089|2|7|5|5|1
151022090|1|7|8|2|6
151022091|8|1|1|6|7
151022092|4|7|0|5|4
151022093|0|6|3|3|5
151022094|9|4|1|3|9
151022095|5|1|4|8|2
151022096|4|7|0|8|2
151022097|0|3|7|8|3
151022098|4|6|4|1|6
151022099|6|3|1|1|6
151022100|5|1|8|7|6
151022101|0|1|2|4|3
151022102|4|1|2|5|1
151022103|9|1|6|3|7
151022104|4|1|5|1|5
151022105|3|3|1|7|1
151022106|9|7|1|9|9
151022107|7|7|6|6|0
151022108|4|7|9|8|9
151022109|0|4|8|4|9
151022110|0|0|9|9|1
151022111|8|9|9|6|8
151022112|6|2|8|6|9
151022113|4|2|5|7|2
151022114|5|5|4|5|5
151022115|2|6|0|9|6
151022116|1|9|4|6|3
151022117|4|1|2|8|4
151022118|2|2|5|5|6
151022119|3|6|3|5|5
151022120|0|5|7|5|2
151023001|6|6|2|9|9
151023002|1|0|6|7|6
151023003|0|3|8|8|0
151023004|8|7|1|1|3
151023005|6|1|9|3|0
151023006|0|7|9|1|0
151023007|5|8|7|6|2
151023008|0|6|8|9|4
151023009|0|4|0|3|9
151023010|2|2|7|2|1
151023011|3|8|0|6|7
151023012|1|7|2|5|8
151023013|6|4|4|0|8
151023014|6|7|6|0|1
151023015|9|5|8|9|6
151023016|9|1|2|5|4
151023017|0|9|5|0|1
151023018|9|0|4|3|9
151023019|5|4|9|6|9
151023020|4|8|0|6|8
151023021|8|1|2|2|2
151023022|4|7|8|9|6
151023023|0|5|6|0|1
151023024|4|9|0|0|1
151023025|5|0|4|8|7
151023026|8|1|5|6|4
151023027|7|9|9|6|4
151023028|9|0|8|7|3
151023029|2|1|8|3|6
151023030|0|9|8|2|8
151023031|8|3|0|1|1
151023032|5|5|0|1|9
151023033|4|1|6|5|4
151023034|9|2|9|7|8
151023035|0|0|0|9|8
151023036|1|1|7|1|2
151023037|3|8|6|9|8
151023038|9|8|5|7|6
151023039|5|2|8|6|4
151023040|6|0|8|7|0
151023041|3|7|1|0|0
151023042|4|5|7|8|0
151023043|9|0|3|3|5
151023044|1|5|1|4|3
151023045|4|4|4|1|5
151023046|2|6|9|8|3
151023047|0|9|8|4|4
151023048|0|4|8|1|2
151023049|5|6|7|1|9
151023050|3|3|9|3|5
151023051|7|8|1|3|3
151023052|9|7|4|4|2
151023053|8|1|3|8|0
151023054|7|9|8|2|0
151023055|5|4|0|3|5
151023056|9|1|8|7|8
151023057|9|5|7|5|0
151023058|7|7|9|7|1
151023059|9|9|7|6|6
151023060|0|7|9|4|2
151023061|6|5|6|8|9
151023062|4|4|8|1|8
151023063|0|9|9|4|1
151023064|7|1|6|6|1
151023065|6|6|1|5|1
151023066|5|7|5|0|2
151023067|8|3|7|3|3
151023068|4|7|8|1|0
151023069|7|8|9|8|5
151023070|0|0|6|6|9
151023071|4|4|8|4|6
151023072|2|7|1|5|0
151023073|6|4|2|8|7
151023074|6|1|2|1|6
151023075|1|1|2|3|2
151023076|6|9|2|4|9
151023077|2|4|8|8|2
151023078|2|0|1|8|5
151023079|4|4|6|8|8
151023080|9|5|7|8|3
151023081|4|9|5|9|7
151023082|5|2|4|9|6
151023083|2|9|4|2|6
151023084|8|2|5|6|8
151023085|7|3|7|5|4
151023086|1|3|6|7|3
151023087|3|1|9|3|2
151023088|9|0|7|6|8
151023089|1|9|2|6|1
151023090|0|8|6|9|7
151023091|3|7|1|1|8
151023092|1|5|0|5|9
151023093|1|4|2|2|2
151023094|5|3|1|7|6
151023095|0|1|4|8|2
151023096|5|6|5|3|6
151023097|6|2|0|5|1
151023098|3|1|4|8|8
151023099|2|8|8|8|5
151023100|8|3|4|3|5
151023101|8|2|7|5|2
151023102|0|6|5|8|3
151023103|9|5|7|1|6
151023104|0|7|4|3|5
151023105|1|2|2|0|9
151023106|7|5|0|4|2
151023107|6|7|8|8|9
151023108|4|4|0|7|7
151023109|5|5|2|9|4
151023110|9|4|2|6|0
151023111|0|2|9|0|6
151023112|4|2|6|2|8
151023113|0|2|5|5|5
151023114|4|5|3|1|4
151023115|2|8|1|5|3
151023116|4|9|2|1|7
151023117|5|2|8|6|6
151023118|1|4|8|0|6
151023119|5|3|7|1|1
151023120|7|1|5|9|6
151024001|4|5|8|5|4
151024002|0|2|4|2|1
151024003|1|2|5|4|2
151024004|4|1|1|1|1
151024005|7|0|9|0|0
151024006|5|5|7|5|4
151024007|9|3|7|5|7
151024008|5|9|2|6|6
151024009|6|2|6|0|8
151024010|4|1|3|7|5
151024011|2|1|4|1|7
151024012|1|9|6|2|5
151024013|2|2|1|2|7
151024014|6|3|1|7|2
151024015|6|1|7|7|1
151024016|9|9|2|9|0
151024017|8|8|6|5|1
151024018|5|2|4|5|4
151024019|2|3|0|4|8
151024020|0|2|1|3|5
151024021|3|5|4|3|7
151024022|8|2|3|8|5
151024023|5|7|5|1|9
151024024|4|6|7|2|2
151024025|2|9|2|4|3
151024026|9|6|9|8|9
151024027|2|7|9|4|4
151024028|8|0|8|0|2
151024029|8|5|1|1|9
151024030|5|7|4|5|8
151024031|8|9|4|0|7
151024032|3|0|5|4|2
151024033|3|7|6|2|3
151024034|1|3|4|2|9
151024035|6|2|2|2|7
151024036|0|1|9|8|9
151024037|8|9|0|7|2
151024038|2|2|1|1|8
151024039|9|9|9|6|8
151024040|2|6|8|5|1
151024041|4|2|4|1|8
151024042|6|4|6|2|8
151024043|3|1|2|2|3
151024044|4|8|7|4|5
151024045|2|2|0|6|7
151024046|1|7|5|0|5
151024047|6|3|1|3|3
151024048|1|2|0|3|1
151024049|2|8|2|4|6
151024050|1|9|9|1|0
151024051|1|4|0|5|5
151024052|7|8|0|6|4
151024053|3|7|2|1|4
151024054|5|3|7|6|0
